textbox22,Textbox9
generated on 01/05/2022 04:23:29 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Viet Nam,Western Pacific Region of WHO,South-East Asia,2010,46,2010-11-15,2010-11-21,,102,,1,3,,,4,,,24,24,28,,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2010,47,2010-11-22,2010-11-28,,93,,1,1,,,2,,,36,36,38,,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2010,48,2010-11-29,2010-12-05,,88,,4,1,,,5,,,15,15,20,,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2010,49,2010-12-06,2010-12-12,,82,,5,,,,5,,,20,20,25,,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2010,50,2010-12-13,2010-12-19,,56,,4,1,,,5,,,7,7,12,,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2010,51,2010-12-20,2010-12-26,,69,,8,2,,,10,,,6,6,16,,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2010,52,2010-12-27,2011-01-02,,53,,6,1,,,7,,,9,9,16,,No Report
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,1,2011-01-03,2011-01-09,82,82,0,6,0,0,0,6,0,0,9,9,15,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,2,2011-01-10,2011-01-16,112,112,0,25,0,0,0,25,0,0,9,9,34,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,3,2011-01-17,2011-01-23,122,122,0,23,0,0,0,23,0,0,12,12,35,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,4,2011-01-24,2011-01-30,110,110,0,27,2,0,0,29,0,0,5,5,34,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,5,2011-01-31,2011-02-06,7,7,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,6,2011-02-07,2011-02-13,37,37,0,5,0,0,0,5,0,0,1,1,6,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,7,2011-02-14,2011-02-20,83,83,0,28,2,0,0,30,0,0,1,1,31,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,8,2011-02-21,2011-02-27,102,102,0,38,4,0,0,42,0,0,2,2,44,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,9,2011-02-28,2011-03-06,143,143,0,39,0,0,0,39,0,0,6,6,45,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,10,2011-03-07,2011-03-13,168,168,0,60,0,0,0,60,0,0,7,7,67,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,11,2011-03-14,2011-03-20,149,149,0,50,0,0,0,50,0,0,7,7,57,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,12,2011-03-21,2011-03-27,133,133,0,25,0,0,0,25,0,0,6,6,31,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,13,2011-03-28,2011-04-03,157,157,0,32,0,0,0,33,0,0,7,7,40,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,14,2011-04-04,2011-04-10,141,141,0,10,0,0,0,10,0,0,5,5,15,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,15,2011-04-11,2011-04-17,97,97,0,8,1,0,0,9,0,0,7,7,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,16,2011-04-18,2011-04-24,135,135,0,6,1,0,0,7,0,0,2,2,9,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,17,2011-04-25,2011-05-01,148,148,0,22,0,0,0,22,0,0,3,3,25,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,18,2011-05-02,2011-05-08,110,110,0,12,0,0,0,12,0,0,2,2,14,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,19,2011-05-09,2011-05-15,125,125,0,6,0,0,0,6,0,0,1,1,7,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,20,2011-05-16,2011-05-22,146,146,0,16,0,0,0,16,0,0,2,2,18,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,21,2011-05-23,2011-05-29,171,171,0,14,0,0,0,14,0,0,6,6,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,22,2011-05-30,2011-06-05,149,149,0,11,0,0,0,11,0,0,3,3,14,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,23,2011-06-06,2011-06-12,176,176,0,15,0,0,0,15,0,0,3,3,18,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,24,2011-06-13,2011-06-19,142,142,0,6,0,0,0,6,0,0,4,4,10,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,25,2011-06-20,2011-06-26,158,158,0,5,0,0,0,5,0,0,0,0,5,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,26,2011-06-27,2011-07-03,147,147,0,4,0,0,0,4,0,0,8,8,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,27,2011-07-04,2011-07-10,164,164,0,12,0,0,0,12,0,0,2,2,14,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,28,2011-07-11,2011-07-17,185,185,0,15,0,0,0,15,0,0,1,1,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,29,2011-07-18,2011-07-24,226,226,0,26,0,0,0,26,0,0,1,1,27,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,30,2011-07-25,2011-07-31,194,194,0,20,0,0,0,20,0,0,1,1,21,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,31,2011-08-01,2011-08-07,167,167,0,18,0,0,0,18,0,0,2,2,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,32,2011-08-08,2011-08-14,181,181,0,28,0,0,0,28,0,0,1,1,29,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,33,2011-08-15,2011-08-21,206,206,0,23,1,0,0,24,0,0,6,6,30,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,34,2011-08-22,2011-08-28,200,200,0,19,1,0,0,20,0,0,3,3,23,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,35,2011-08-29,2011-09-04,195,195,0,31,0,0,0,31,0,0,2,2,33,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,36,2011-09-05,2011-09-11,183,183,0,21,0,0,0,21,0,0,1,1,22,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,37,2011-09-12,2011-09-18,192,192,0,16,1,0,0,17,0,0,4,4,21,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,38,2011-09-19,2011-09-25,194,194,0,23,1,0,0,24,0,0,2,2,26,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,39,2011-09-26,2011-10-02,185,185,0,28,0,0,0,28,0,0,9,9,37,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,40,2011-10-03,2011-10-09,156,156,0,20,5,0,0,25,0,0,7,7,32,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,41,2011-10-10,2011-10-16,151,151,0,19,1,0,0,20,0,0,5,5,25,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,42,2011-10-17,2011-10-23,124,124,0,14,1,0,0,15,3,0,4,7,22,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,43,2011-10-24,2011-10-30,100,100,0,25,0,0,0,25,2,0,2,4,29,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,44,2011-10-31,2011-11-06,83,83,0,11,1,0,0,12,0,0,4,4,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,45,2011-11-07,2011-11-13,74,74,0,13,2,0,0,15,0,0,7,7,22,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,46,2011-11-14,2011-11-20,92,92,0,4,3,0,0,7,0,0,1,1,8,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,47,2011-11-21,2011-11-27,79,79,0,5,2,0,0,7,0,0,4,4,11,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,48,2011-11-28,2011-12-04,81,81,0,6,3,0,0,9,0,0,3,3,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,49,2011-12-05,2011-12-11,69,69,0,0,1,0,0,1,0,0,3,3,4,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,50,2011-12-12,2011-12-18,70,59,0,1,2,0,0,3,0,0,3,3,6,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,51,2011-12-19,2011-12-25,65,65,0,2,0,0,0,2,0,0,5,5,7,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2011,52,2011-12-26,2012-01-01,66,66,0,0,1,0,0,1,0,0,3,3,4,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,1,2012-01-02,2012-01-08,52,52,0,2,1,0,0,3,0,0,1,1,4,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,2,2012-01-09,2012-01-15,67,67,0,0,2,0,0,2,0,0,3,3,5,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,3,2012-01-16,2012-01-22,47,47,0,1,2,1,0,4,0,0,0,0,4,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,4,2012-01-23,2012-01-29,1,1,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,5,2012-01-30,2012-02-05,55,55,0,0,1,1,0,2,0,0,7,7,9,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,6,2012-02-06,2012-02-12,73,73,0,0,0,0,0,0,0,0,20,20,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,7,2012-02-13,2012-02-19,84,84,0,0,0,0,0,0,0,0,22,22,22,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,8,2012-02-20,2012-02-26,88,88,0,2,0,1,0,3,0,0,18,18,21,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,9,2012-02-27,2012-03-04,116,116,0,0,4,0,0,4,0,0,15,15,19,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,10,2012-03-05,2012-03-11,101,101,0,0,2,1,0,3,0,0,20,20,23,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,11,2012-03-12,2012-03-18,77,77,0,0,4,0,0,4,0,0,16,16,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,12,2012-03-19,2012-03-25,93,93,0,1,0,0,0,1,0,0,12,12,13,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,13,2012-03-26,2012-04-01,74,74,0,0,0,0,0,0,0,0,12,12,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,14,2012-04-02,2012-04-08,77,77,0,0,0,0,0,0,0,0,11,11,11,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,15,2012-04-09,2012-04-15,74,74,0,1,1,0,0,2,0,0,10,10,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,16,2012-04-16,2012-04-22,102,102,0,1,3,0,0,4,0,0,16,16,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,17,2012-04-23,2012-04-29,78,78,0,0,8,0,0,8,0,0,10,10,18,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,18,2012-04-30,2012-05-06,39,39,0,0,3,0,0,3,0,0,7,7,10,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,19,2012-05-07,2012-05-13,74,74,0,0,9,0,0,9,0,0,8,8,17,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,20,2012-05-14,2012-05-20,74,74,0,0,13,0,0,13,0,0,5,5,18,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,21,2012-05-21,2012-05-27,72,72,0,1,10,0,0,11,0,0,4,4,15,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,22,2012-05-28,2012-06-03,69,69,0,0,19,0,0,19,0,0,4,4,23,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,23,2012-06-04,2012-06-10,75,75,0,0,26,0,0,26,0,0,7,7,33,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,24,2012-06-11,2012-06-17,84,84,0,0,22,0,0,22,0,0,6,6,28,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,25,2012-06-18,2012-06-24,75,75,0,0,24,0,0,24,0,0,3,3,27,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,26,2012-06-25,2012-07-01,95,106,0,0,31,0,0,31,0,0,6,6,37,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,27,2012-07-02,2012-07-08,60,60,0,0,19,0,0,19,0,0,1,1,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,28,2012-07-09,2012-07-15,67,67,0,0,16,0,0,16,0,0,5,5,21,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,29,2012-07-16,2012-07-22,50,50,0,0,13,0,0,13,0,0,0,0,13,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,30,2012-07-23,2012-07-29,72,72,0,0,10,0,0,10,0,0,6,6,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,31,2012-07-30,2012-08-05,58,58,0,0,6,0,0,6,0,0,1,1,7,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,32,2012-08-06,2012-08-12,50,50,0,0,2,0,0,2,0,0,0,0,2,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,33,2012-08-13,2012-08-19,87,87,0,0,4,0,0,4,0,0,8,8,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,34,2012-08-20,2012-08-26,77,77,0,0,3,0,0,3,0,0,6,6,9,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,35,2012-08-27,2012-09-02,42,42,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,36,2012-09-03,2012-09-09,57,57,0,0,2,0,0,2,0,0,1,1,3,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,37,2012-09-10,2012-09-16,96,96,0,0,0,0,0,0,0,0,12,12,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,38,2012-09-17,2012-09-23,84,84,0,0,2,0,0,2,0,0,8,8,10,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,39,2012-09-24,2012-09-30,104,104,0,0,3,0,0,3,0,0,7,7,10,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,40,2012-10-01,2012-10-07,87,87,0,0,3,0,0,3,0,0,7,7,10,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,41,2012-10-08,2012-10-14,99,99,0,0,7,0,0,7,0,0,15,15,22,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,42,2012-10-15,2012-10-21,89,89,0,0,0,0,0,0,0,0,6,6,6,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,43,2012-10-22,2012-10-28,70,70,0,0,2,0,0,2,0,0,14,14,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,44,2012-10-29,2012-11-04,90,90,0,0,0,0,0,0,0,0,11,11,11,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,45,2012-11-05,2012-11-11,94,94,0,0,3,0,0,3,0,0,20,20,23,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,46,2012-11-12,2012-11-18,95,95,0,0,2,0,0,2,0,0,17,17,19,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,47,2012-11-19,2012-11-25,89,89,0,0,3,0,0,3,0,0,12,12,15,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,48,2012-11-26,2012-12-02,110,110,0,0,2,0,0,2,0,0,22,22,24,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,49,2012-12-03,2012-12-09,110,110,0,0,4,0,0,4,0,0,20,20,24,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,50,2012-12-10,2012-12-16,130,130,0,0,5,0,0,5,0,0,15,15,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,51,2012-12-17,2012-12-23,127,127,0,0,3,0,0,3,0,0,9,9,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2012,52,2012-12-24,2012-12-30,102,102,0,0,5,0,0,5,0,0,6,6,11,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,1,2012-12-31,2013-01-06,65,65,0,0,1,0,0,1,0,0,6,6,7,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,2,2013-01-07,2013-01-13,70,70,0,0,3,0,0,3,0,0,4,4,7,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,3,2013-01-14,2013-01-20,78,78,0,0,0,0,0,0,0,0,5,5,5,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,4,2013-01-21,2013-01-27,87,87,0,1,1,0,0,2,0,0,3,3,5,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,5,2013-01-28,2013-02-03,89,89,0,3,1,0,0,4,0,0,1,1,5,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,6,2013-02-04,2013-02-10,88,88,0,1,3,0,0,4,0,0,2,2,6,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,7,2013-02-11,2013-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,8,2013-02-18,2013-02-24,54,54,0,2,0,0,0,2,0,0,3,3,5,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,9,2013-02-25,2013-03-03,93,93,0,4,2,0,0,6,0,0,3,3,9,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,10,2013-03-04,2013-03-10,68,68,0,7,0,0,0,7,0,0,1,1,8,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,11,2013-03-11,2013-03-17,77,77,0,7,2,0,0,10,0,0,3,3,13,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,12,2013-03-18,2013-03-24,89,89,0,7,1,0,0,9,0,0,4,4,13,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,13,2013-03-25,2013-03-31,77,77,0,5,0,0,0,5,0,0,4,4,9,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,14,2013-04-01,2013-04-07,90,90,0,5,5,1,0,11,0,0,2,2,13,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,15,2013-04-08,2013-04-14,103,103,0,11,4,0,0,15,0,0,1,1,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,16,2013-04-15,2013-04-21,94,94,0,21,2,1,0,25,0,0,0,0,25,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,17,2013-04-22,2013-04-28,125,125,0,15,7,0,0,22,0,0,2,2,24,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,18,2013-04-29,2013-05-05,73,73,0,13,7,0,0,20,0,0,3,3,23,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,19,2013-05-06,2013-05-12,98,98,0,13,12,0,0,25,0,0,4,4,29,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,20,2013-05-13,2013-05-19,116,116,0,16,14,0,0,30,0,0,3,3,33,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,21,2013-05-20,2013-05-26,111,111,0,16,13,0,0,29,0,0,6,6,35,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,22,2013-05-27,2013-06-02,130,130,0,22,15,0,0,37,0,0,2,2,39,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,23,2013-06-03,2013-06-09,115,115,0,20,15,0,0,35,0,0,6,6,41,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,24,2013-06-10,2013-06-16,121,121,0,21,19,0,0,40,0,0,6,6,46,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,25,2013-06-17,2013-06-23,132,132,0,24,17,0,0,41,0,0,2,2,43,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,26,2013-06-24,2013-06-30,119,119,0,28,14,0,0,42,0,0,2,2,44,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,27,2013-07-01,2013-07-07,119,119,0,24,18,0,0,42,0,0,0,0,42,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,28,2013-07-08,2013-07-14,95,95,0,18,6,0,0,24,0,0,3,3,27,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,29,2013-07-15,2013-07-21,98,98,0,8,11,0,0,19,0,0,0,0,19,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,30,2013-07-22,2013-07-28,86,86,0,4,12,0,0,16,0,0,1,1,17,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,31,2013-07-29,2013-08-04,93,93,0,4,15,0,0,19,0,0,2,2,21,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,32,2013-08-05,2013-08-11,71,71,0,2,12,0,0,14,0,0,0,0,14,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,33,2013-08-12,2013-08-18,87,87,0,7,8,0,1,16,0,0,3,3,19,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,34,2013-08-19,2013-08-25,77,77,0,1,6,0,0,7,0,0,4,4,11,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,35,2013-08-26,2013-09-01,81,81,0,1,5,0,0,6,0,0,4,4,10,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,36,2013-09-02,2013-09-08,58,58,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,37,2013-09-09,2013-09-15,83,83,0,1,8,0,0,9,0,0,4,4,13,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,38,2013-09-16,2013-09-22,81,81,0,1,7,0,0,8,0,0,3,3,11,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,39,2013-09-23,2013-09-29,71,71,0,0,9,0,0,9,0,0,6,6,15,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,40,2013-09-30,2013-10-06,63,63,0,0,6,0,0,6,0,0,14,14,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,41,2013-10-07,2013-10-13,73,73,0,0,4,0,0,6,0,0,8,8,14,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,42,2013-10-14,2013-10-20,64,64,0,0,10,0,0,10,0,0,9,9,19,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,43,2013-10-21,2013-10-27,58,58,0,2,5,0,0,7,0,0,9,9,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,44,2013-10-28,2013-11-03,68,68,0,1,6,0,0,7,0,0,5,5,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,45,2013-11-04,2013-11-10,59,59,0,0,8,0,0,8,0,0,1,1,9,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,46,2013-11-11,2013-11-17,65,65,0,2,14,0,0,16,0,0,6,6,22,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,47,2013-11-18,2013-11-24,75,75,0,1,5,0,0,6,0,0,12,12,18,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,48,2013-11-25,2013-12-01,66,66,0,0,10,0,0,10,0,0,10,10,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,49,2013-12-02,2013-12-08,77,77,0,0,5,0,0,5,0,0,16,16,21,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,50,2013-12-09,2013-12-15,82,82,0,1,7,0,0,8,0,0,8,8,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,51,2013-12-16,2013-12-22,58,58,0,0,2,0,0,3,0,0,12,12,15,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2013,52,2013-12-23,2013-12-29,72,72,0,1,7,0,0,8,0,0,2,2,10,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,1,2013-12-30,2014-01-05,65,65,0,0,10,0,0,10,0,0,7,7,17,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,2,2014-01-06,2014-01-12,44,44,0,1,8,0,0,9,0,0,7,7,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,3,2014-01-13,2014-01-19,54,54,0,3,6,1,0,10,0,0,6,6,16,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,4,2014-01-20,2014-01-26,67,67,0,2,2,0,0,4,0,0,3,3,7,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,5,2014-01-27,2014-02-02,21,21,0,0,0,1,0,1,0,0,0,0,1,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,6,2014-02-03,2014-02-09,6,6,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,7,2014-02-10,2014-02-16,42,42,0,0,2,0,0,2,0,0,6,6,8,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,8,2014-02-17,2014-02-23,59,59,0,3,2,0,0,5,0,0,7,7,12,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,9,2014-02-24,2014-03-02,91,91,0,11,1,0,0,12,0,0,13,13,25,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,10,2014-03-03,2014-03-09,58,58,0,9,2,0,0,11,0,0,9,9,20,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,11,2014-03-10,2014-03-16,67,67,0,15,3,0,0,18,0,0,3,3,21,,Sporadic
Viet Nam,Western Pacific Region of WHO,South-East Asia,2014,12,2014-03-17,2014-03-23,44,44,0,4,1,0,0,6,0,0,8,8,14,,Sporadic
